review_id,date,language,rating,sentiment,topic,topic_key,text,source
R003067,2024-04-22,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R003068,2024-11-03,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R003069,2025-10-02,en,2,negative,Prix / Tarification,prix,Tickets are way too expensive for a family of four.,TripAdvisor
R003070,2025-06-06,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",TripAdvisor
R003071,2024-08-17,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R003072,2024-01-10,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003073,2025-01-02,it,5,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",Booking
R003074,2024-01-19,fr,4,positive,Vue / Panorama,vue,"La vue depuis le sommet est tout simplement à couper le souffle, Paris s'étend à perte de vue.",Google Maps
R003075,2024-04-23,en,1,negative,Sécurité,securite,Felt unsafe with all the street vendors harassing tourists.,Google Maps
R003076,2024-05-01,fr,4,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R003077,2025-10-04,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",TripAdvisor
R003078,2025-08-18,fr,2,negative,Prix / Tarification,prix,"Le prix du billet est prohibitif, surtout pour une famille avec enfants.",Google Maps
R003079,2025-07-08,it,5,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",Google Maps
R003080,2024-09-21,en,5,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",TripAdvisor
R003081,2025-12-01,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",TripAdvisor
R003082,2024-03-25,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Booking
R003083,2025-10-23,en,5,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",TripAdvisor
R003084,2024-01-19,fr,4,positive,Expérience globale,experience,"Visite parfaite, organisation au top, je recommande vivement.",TripAdvisor
R003085,2025-01-06,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R003086,2025-01-19,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",Booking
R003087,2025-03-18,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R003088,2025-10-21,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R003089,2025-10-30,es,2,negative,File d'attente,file_attente,"Cola interminable de más de 2 horas, una pesadilla.",TripAdvisor
R003090,2024-06-01,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Booking
R003091,2024-11-28,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Booking
R003092,2024-06-12,en,2,negative,Ascenseurs,ascenseur,"Elevator broke down during our visit, total disappointment.",Booking
R003093,2024-10-28,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R003094,2024-04-19,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003095,2024-12-20,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003096,2024-02-02,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R003097,2024-02-25,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R003098,2024-06-28,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003099,2024-05-08,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R003100,2025-05-24,de,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R003101,2024-02-17,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",Booking
R003102,2024-08-12,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",Google Maps
R003103,2024-12-06,fr,2,negative,File d'attente,file_attente,"File d'attente interminable, plus de 2 heures sous le soleil sans ombre.",TripAdvisor
R003104,2024-06-01,en,2,negative,Prix / Tarification,prix,Tickets are way too expensive for a family of four.,TripAdvisor
R003105,2025-02-23,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003106,2025-11-15,fr,5,positive,Vue / Panorama,vue,"Panorama exceptionnel sur Paris, on voit jusqu'au Sacré-Cœur et la Défense.",Booking
R003107,2025-01-31,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Booking
R003108,2024-03-19,de,1,negative,File d'attente,file_attente,"Endlose Warteschlange, über 2 Stunden trotz Online-Ticket.",Booking
R003109,2024-10-03,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",Google Maps
R003110,2025-10-16,fr,5,positive,Vue / Panorama,vue,"Panorama exceptionnel sur Paris, on voit jusqu'au Sacré-Cœur et la Défense.",TripAdvisor
R003111,2025-05-09,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",Booking
R003112,2024-11-10,it,5,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",TripAdvisor
R003113,2024-04-23,es,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R003114,2024-09-19,en,1,negative,Ascenseurs,ascenseur,"Only one lift working, massive wait to go back down.",Google Maps
R003115,2025-10-20,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,Google Maps
R003116,2024-03-23,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",Google Maps
R003117,2024-08-18,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R003118,2025-06-24,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R003119,2024-01-19,en,5,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",TripAdvisor
R003120,2025-01-14,fr,4,positive,Vue / Panorama,vue,"Panorama exceptionnel sur Paris, on voit jusqu'au Sacré-Cœur et la Défense.",TripAdvisor
R003121,2024-01-31,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R003122,2024-09-02,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R003123,2024-02-29,fr,1,negative,Sécurité,securite,"Pickpockets très présents, faites très attention à vos affaires.",TripAdvisor
R003124,2025-08-29,fr,2,negative,File d'attente,file_attente,"Queue énorme à chaque étage, prévoir une journée entière.",Google Maps
R003125,2024-01-14,de,4,positive,Vue / Panorama,vue,"Wunderschöner Panoramablick, vor allem bei Sonnenuntergang.",TripAdvisor
R003126,2025-05-23,de,4,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",Google Maps
R003127,2024-04-17,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",Google Maps
R003128,2025-12-01,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003129,2025-08-18,it,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R003130,2025-10-05,de,2,negative,Prix / Tarification,prix,"Viel zu teuer, besonders Essen und Getränke.",TripAdvisor
R003131,2024-05-02,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",TripAdvisor
R003132,2025-04-24,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R003133,2024-01-29,fr,4,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",Google Maps
R003134,2024-07-26,en,1,negative,Sécurité,securite,"Watch out for pickpockets, they are everywhere around the tower.",Google Maps
R003135,2024-05-03,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R003136,2025-07-27,en,2,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",Google Maps
R003137,2025-07-16,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R003138,2024-06-22,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R003139,2024-07-09,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R003140,2025-01-26,es,5,positive,Vue / Panorama,vue,"Panorama espectacular al atardecer, momento inolvidable.",Google Maps
R003141,2025-03-29,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R003142,2025-01-08,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R003143,2024-02-26,de,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003144,2024-03-15,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R003145,2025-10-26,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R003146,2024-04-25,fr,2,negative,Ascenseurs,ascenseur,"Ascenseur en panne le jour de notre visite, déception totale.",Google Maps
R003147,2024-08-13,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R003148,2024-03-17,fr,5,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",Google Maps
R003149,2024-03-13,fr,5,positive,Vue / Panorama,vue,"La vue depuis le sommet est tout simplement à couper le souffle, Paris s'étend à perte de vue.",TripAdvisor
R003150,2024-09-07,en,2,negative,Sécurité,securite,Felt unsafe with all the street vendors harassing tourists.,TripAdvisor
R003151,2024-04-02,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R003152,2024-06-08,en,2,negative,Ascenseurs,ascenseur,"Only one lift working, massive wait to go back down.",TripAdvisor
R003153,2024-09-09,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",Google Maps
R003154,2024-03-19,en,2,negative,File d'attente,file_attente,"Waited over 2 hours in line even with online tickets, awful.",Booking
R003155,2025-01-16,de,4,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",Google Maps
R003156,2025-10-16,en,4,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R003157,2024-01-20,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R003158,2025-04-18,es,5,positive,Expérience globale,experience,"Visita perfecta en familia, los niños lo adoraron.",TripAdvisor
R003159,2024-03-03,fr,5,positive,Vue / Panorama,vue,"La vue depuis le sommet est tout simplement à couper le souffle, Paris s'étend à perte de vue.",Google Maps
R003160,2025-10-18,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",Google Maps
R003161,2024-11-10,en,2,negative,Prix / Tarification,prix,"Ridiculously overpriced, especially food and drinks.",Booking
R003162,2024-11-04,en,2,negative,Sécurité,securite,Felt unsafe with all the street vendors harassing tourists.,Google Maps
R003163,2025-07-30,en,4,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",TripAdvisor
R003164,2025-04-06,fr,2,negative,Sécurité,securite,"Pickpockets très présents, faites très attention à vos affaires.",TripAdvisor
R003165,2024-09-13,en,5,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",TripAdvisor
R003166,2025-05-04,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Booking
R003167,2025-02-14,de,2,negative,Prix / Tarification,prix,"Viel zu teuer, besonders Essen und Getränke.",TripAdvisor
R003168,2025-03-17,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R003169,2025-06-13,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",Booking
R003170,2024-12-08,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R003171,2025-09-10,es,5,positive,Expérience globale,experience,"Experiencia mágica, el monumento es aún más impresionante en persona.",Google Maps
R003172,2024-12-01,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R003173,2024-07-15,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003174,2025-04-19,es,5,positive,Vue / Panorama,vue,"Panorama espectacular al atardecer, momento inolvidable.",TripAdvisor
R003175,2024-01-29,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003176,2025-02-16,es,4,positive,Vue / Panorama,vue,"Panorama espectacular al atardecer, momento inolvidable.",Google Maps
R003177,2024-06-28,fr,2,negative,Prix / Tarification,prix,"Tarifs vraiment excessifs pour ce que c'est, beaucoup trop cher.",Booking
R003178,2025-10-28,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",Google Maps
R003179,2024-02-28,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R003180,2024-10-22,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",TripAdvisor
R003181,2024-04-16,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R003182,2024-07-03,it,4,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",Google Maps
R003183,2024-09-29,it,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R003184,2024-01-26,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R003185,2024-03-23,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R003186,2024-01-12,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,Booking
R003187,2024-07-06,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",TripAdvisor
R003188,2024-10-12,fr,4,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",Google Maps
R003189,2025-07-30,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R003190,2024-06-09,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R003191,2025-09-10,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R003192,2025-05-20,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R003193,2025-10-29,de,4,positive,Vue / Panorama,vue,"Wunderschöner Panoramablick, vor allem bei Sonnenuntergang.",TripAdvisor
R003194,2025-03-16,it,4,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",Google Maps
R003195,2025-07-20,en,2,negative,Prix / Tarification,prix,Tickets are way too expensive for a family of four.,Google Maps
R003196,2025-10-03,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",Google Maps
R003197,2024-01-03,fr,1,negative,Sécurité,securite,"Pickpockets très présents, faites très attention à vos affaires.",TripAdvisor
R003198,2025-07-12,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003199,2024-07-09,en,4,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",Google Maps
R003200,2024-10-13,de,2,negative,Prix / Tarification,prix,"Viel zu teuer, besonders Essen und Getränke.",TripAdvisor
R003201,2024-12-22,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Booking
R003202,2024-02-11,fr,5,positive,Vue / Panorama,vue,"Panorama exceptionnel sur Paris, on voit jusqu'au Sacré-Cœur et la Défense.",TripAdvisor
R003203,2024-03-01,en,2,negative,Ascenseurs,ascenseur,"Only one lift working, massive wait to go back down.",TripAdvisor
R003204,2025-11-30,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R003205,2024-10-18,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",Google Maps
R003206,2024-10-28,fr,5,positive,Vue / Panorama,vue,"Panorama exceptionnel sur Paris, on voit jusqu'au Sacré-Cœur et la Défense.",Google Maps
R003207,2025-07-04,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003208,2024-10-02,en,1,negative,Prix / Tarification,prix,"Ridiculously overpriced, especially food and drinks.",Google Maps
R003209,2024-12-07,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,Google Maps
R003210,2024-04-30,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R003211,2025-08-25,it,5,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",TripAdvisor
R003212,2025-09-01,fr,3,neutral,Général,generique,"Visite correcte mais sans plus, attendu plus d'animations.",Google Maps
R003213,2024-04-10,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",Google Maps
R003214,2025-01-16,fr,4,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R003215,2024-11-22,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R003216,2024-05-25,de,1,negative,Prix / Tarification,prix,"Viel zu teuer, besonders Essen und Getränke.",Google Maps
R003217,2025-08-07,de,4,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R003218,2024-05-20,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R003219,2024-12-05,fr,2,negative,File d'attente,file_attente,"Attente beaucoup trop longue malgré la réservation en ligne, c'est inacceptable.",TripAdvisor
R003220,2025-10-17,fr,4,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",TripAdvisor
R003221,2025-08-28,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,TripAdvisor
R003222,2024-09-14,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",Google Maps
R003223,2024-09-17,fr,5,positive,Expérience globale,experience,"Une expérience magique, le monument est encore plus impressionnant en vrai.",Google Maps
R003224,2024-01-08,en,1,negative,File d'attente,file_attente,"Endless lines at every floor, terrible organization.",TripAdvisor
R003225,2025-08-11,en,5,positive,Personnel / Accueil,personnel,"Great team, super welcoming and professional throughout.",TripAdvisor
R003226,2025-01-01,fr,5,positive,Vue / Panorama,vue,"Spectacle incroyable de nuit avec les illuminations, je recommande absolument.",Google Maps
R003227,2024-10-08,it,5,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",TripAdvisor
R003228,2025-07-08,en,2,negative,Ascenseurs,ascenseur,"Elevator broke down during our visit, total disappointment.",TripAdvisor
R003229,2024-06-25,es,2,negative,Prix / Tarification,prix,"Precios excesivos, sobre todo la comida en el lugar.",TripAdvisor
R003230,2024-06-21,en,5,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",TripAdvisor
R003231,2024-03-23,de,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003232,2024-01-09,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R003233,2024-11-03,en,4,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R003234,2024-04-02,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R003235,2025-08-10,fr,4,positive,Personnel / Accueil,personnel,"Personnel très accueillant et professionnel, toujours souriant.",TripAdvisor
R003236,2024-06-23,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",Google Maps
R003237,2024-12-16,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R003238,2025-05-03,fr,4,positive,Personnel / Accueil,personnel,"Personnel très accueillant et professionnel, toujours souriant.",Google Maps
R003239,2024-03-27,en,4,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",Google Maps
R003240,2024-11-01,fr,1,negative,Sécurité,securite,"Trop de vendeurs à la sauvette autour, sentiment d'insécurité.",Google Maps
R003241,2024-01-06,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,Google Maps
R003242,2025-11-05,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R003243,2024-02-26,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R003244,2024-12-28,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003245,2024-04-02,en,4,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",TripAdvisor
R003246,2024-07-21,en,4,positive,Vue / Panorama,vue,"Amazing 360 view, we could see the Sacre-Coeur and even further.",Google Maps
R003247,2024-04-05,fr,1,negative,Sécurité,securite,"Pickpockets très présents, faites très attention à vos affaires.",Booking
R003248,2024-12-23,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,TripAdvisor
R003249,2025-04-26,es,4,positive,Vue / Panorama,vue,"Panorama espectacular al atardecer, momento inolvidable.",Google Maps
R003250,2024-08-01,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R003251,2024-03-12,en,5,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",TripAdvisor
R003252,2025-05-21,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",Google Maps
R003253,2024-06-21,en,4,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",TripAdvisor
R003254,2024-06-21,fr,5,positive,Personnel / Accueil,personnel,"Personnel très accueillant et professionnel, toujours souriant.",TripAdvisor
R003255,2025-04-04,en,2,negative,Prix / Tarification,prix,Tickets are way too expensive for a family of four.,Google Maps
R003256,2025-01-22,it,5,positive,Vue / Panorama,vue,"Panorama spettacolare al tramonto, momento indimenticabile.",Google Maps
R003257,2024-06-26,fr,5,positive,Vue / Panorama,vue,"Vue magnifique au coucher du soleil, un moment inoubliable avec ma famille.",TripAdvisor
R003258,2024-01-04,en,1,negative,File d'attente,file_attente,"Endless lines at every floor, terrible organization.",Google Maps
R003259,2024-10-01,fr,3,neutral,Général,generique,Monument iconique mais l'expérience reste classique.,TripAdvisor
R003260,2024-02-03,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R003261,2024-11-08,fr,5,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",TripAdvisor
R003262,2025-06-01,en,4,positive,Vue / Panorama,vue,"Stunning panorama, especially at sunset. A must-visit in Paris.",Booking
R003263,2025-01-19,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003264,2024-09-19,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",Google Maps
R003265,2024-03-09,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R003266,2025-09-15,fr,2,negative,Sécurité,securite,"Pickpockets très présents, faites très attention à vos affaires.",Google Maps
R003267,2024-04-22,de,5,positive,Expérience globale,experience,"Magische Erfahrung, das Monument ist live noch beeindruckender.",TripAdvisor
R003268,2025-07-29,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",TripAdvisor
R003269,2024-02-07,fr,4,positive,Personnel / Accueil,personnel,"Le staff est multilingue et très serviable, parfait pour les touristes.",TripAdvisor
R003270,2024-08-04,fr,5,positive,Personnel / Accueil,personnel,"Accueil chaleureux et équipe efficace, merci pour cette belle visite.",TripAdvisor
R003271,2025-04-27,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R003272,2025-03-06,de,5,positive,Vue / Panorama,vue,"Die Aussicht vom Gipfel ist atemberaubend, ganz Paris liegt einem zu Füßen.",TripAdvisor
R003273,2025-09-21,de,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R003274,2025-05-29,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",Google Maps
R003275,2024-07-29,en,2,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",Google Maps
R003276,2025-09-24,fr,2,negative,Prix / Tarification,prix,"Trop cher pour la restauration sur place, comptez 25€ un sandwich.",Google Maps
R003277,2024-11-18,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R003278,2024-05-22,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",Google Maps
R003279,2024-03-20,en,5,positive,Expérience globale,experience,"Perfect family day, kids loved every minute of it.",Google Maps
R003280,2024-07-10,en,1,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",Google Maps
R003281,2025-08-17,es,5,positive,Vue / Panorama,vue,"La vista desde la cima es impresionante, se ve todo París.",Google Maps
R003282,2025-07-29,es,5,positive,Vue / Panorama,vue,"La vista desde la cima es impresionante, se ve todo París.",TripAdvisor
R003283,2025-04-19,en,3,neutral,Général,generique,"Decent visit, nothing extraordinary but worth doing once.",TripAdvisor
R003284,2025-09-17,es,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R003285,2025-08-28,en,5,positive,Vue / Panorama,vue,"The view from the top is absolutely breathtaking, you can see all of Paris.",Google Maps
R003286,2024-11-05,it,5,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",Google Maps
R003287,2025-08-02,en,1,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",Google Maps
R003288,2024-12-14,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Google Maps
R003289,2024-10-05,en,5,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",TripAdvisor
R003290,2024-05-30,de,2,negative,Prix / Tarification,prix,"Viel zu teuer, besonders Essen und Getränke.",Google Maps
R003291,2024-04-24,en,2,negative,File d'attente,file_attente,"The queue was insane, plan a whole day for this visit.",TripAdvisor
R003292,2025-10-18,en,3,neutral,Général,generique,"Iconic monument, the experience is okay overall.",TripAdvisor
R003293,2024-02-23,fr,5,positive,Expérience globale,experience,"Moment magique en famille, les enfants ont adoré.",TripAdvisor
R003294,2025-10-31,en,5,positive,Expérience globale,experience,"Truly magical experience, the monument is even more impressive in person.",Google Maps
R003295,2024-02-25,en,4,positive,Personnel / Accueil,personnel,"Staff was very friendly and helpful, spoke perfect English.",Booking
R003296,2024-02-19,it,5,positive,Vue / Panorama,vue,"Vista mozzafiato dalla cima, si vede tutta Parigi.",TripAdvisor
